,"If not answered by DB, do not surface in website. ",,,"If not answered by DB, do not surface in website. ",Data broker primary address,,,,,"If not answered by DB, do not surface in website. ",,,,,,"If not answered by DB, do not surface in website. ",,,,"If not answered by DB, do not surface in website. ",,,,"If not answered by DB, do not surface in website. ",,,,"If not answered by DB, do not surface in website. ",,,,"If not answered by DB, do not surface in website. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"OWMN, LTD.",Bridge,https://www.thebridgecorp.com/,privacy@thebridgecorp.com,212-991-5633,"140 E Ridgewood Ave., Ste. 415, South Tower",Paramus,NJ,07652,USA,NA,No,No,No,https://www.thebridgecorp.com/california-residents-ccpa/,No,,,,No,,,,No,,,,No,,,,No,,,,1,1,1,0,6,6,1,1,1,0,1,1,0,0,0,0,0,0,38,38,38,0,0.5,0.78,0,0,0,0,0,0,na,na
"ZipStorm, Inc.",SeekOut,https://www.seekout.com/,privacy@seekout.com,206-737-1420,1100 112th Ave. NE Ste 150,Bellevue,WA,98004,USA,N/A,No,No,No,https://www.seekout.com/privacy,No,,,,No,,,,No,,,,No,,,,No,,,,54,41,41,13,55,43,24,14,14,10,5,14,24,14,14,10,5,14,4,4,4,0,3,7,0,0,0,0,0,0,,"For more details and information about how SeekOut uses and protects personal information, please review our Privacy Policy found here: www.seekout.com/privacy.
"
Snovio Inc,,https://www.snov.io,admin@snov.io,,65 Wickliffe Dr.,Naples,FL,34110,USA,N/A,No,No,No,https://www.snov.io/do-not-sell-my-personal-information,No,,,,No,,,,No,,,,No,,,,No,,,,672,672,0,0,8,9.33,293,293,0,0,8,9.33,305,305,0,0,8,9.33,672,672,0,0,8,9.33,0,0,0,0,0,0,"All the data mentioned above is relevant to the year 2023.
Snovio receives and processes Data subject access requests (DSAR) which are formal inquiries made by individuals to a company. It involves the data subject seeking information regarding collecting, storing, and using their personal data. Any individual who qualifies as a data subject can submit such a request.

We cannot measure the volume of personal data processed in such requests; we can only ensure its deletion upon request. Users can request that the company delete all the data associated with them, a right commonly referred to as the right to erasure or the right to be forgotten.

Snovio only collects specific categories of data that are essential to providing our services. This includes:

Email Addresses: For identifying individuals within our platform.
Names: To provide personalized results and accurate matching.
Company Information: Such as company name, position, and industry for professional networking purposes.
Publicly Available Information: From open sources, such as websites or social profiles, used in compliance with applicable privacy laws.
Snovio does not collect sensitive personal data unless explicitly provided by the user for service-related purposes.

How Can Users Request Data Deletion?
To request the deletion of their data, users can either:

Contact us directly by sending an email to help@snov.io.
Fill out the online form https://app.snov.io/clear-email 
opt-out narrative:
If you do not want your personal data to be included as part of our service, you may opt-out by contacting us at help@snov.io or opt-out from all mailing lists on the Platform through this form. You can read more in the ‘HOW TO DELETE MY DATA’ section of this Policy.
, which provides an automated way to manage their request.
What Can Users Request?
A summary of the information the company stores about them.
Details on whether anyone has had access to their data.
Deletion of all personal data from the system.
We are committed to processing these requests promptly and in full compliance with applicable data privacy regulations.",
"AtData, LLC",,https://www.atdata.com/ccpa-form,privacy@atdata.com,,770 Legacy Place,Dedham,MA,02026,USA,N/A,No,No,No,https://www.atdata.com/ccpa-form,No,,,,No,,,,No,,,,No,,,,No,,,,1358,1358,1358,0,31,31,54,46,46,0,31,31,46,46,46,0,31,31,1168052,1168052,1168052,0,1,1,0,0,0,0,0,0,,
VRTCAL Markets Inc,,https://www.vrtcal.com,privacy@vrtcal.com,228-313-3327,14 Chase Drive,Santa Barbara,CA,93108,USA,N/A,No,Yes,No,https://www.vrtcal.com/docs/PrivacyPolicy-Advertising.pdf,No,,,,No,,,,No,,,,No,,,,No,,,,53,53,53,0,2,2,53,53,53,0,2,2,53,53,53,0,2,2,2,53,53,0,2,2,53,53,53,0,2,2,,
Data Partners Inc.,,https://datapartners.com,info@datapartners.com,,12857 Banyan Creek Dr.,Fort Myers,FL,33908,USA,N/A,No,No,No,https://datapartners.com/privacy-policy/,No,,,,No,,,,No,,,,No,,,,No,,,,13,11,0,2,6,10,4,4,2,2,3,3,4,2,2,2,3,3,10,10,0,0,6,6,0,0,0,0,0,0,,
"Foursquare Labs, Inc.",,https://www.foursquare.com/,privacy@foursquare.com,908-484-4105,"50 West 23rd Street, 8th floor",New York,NY,10010,USA,N/A,No,Yes,No,https://foursquare.com/legal/privacy-center/#media_and_text-v1-a6c0cbed-2fee-4ad0-b939-c63322c4165a,No,,,,No,,,,No,,,,No,,,,No,,,,104819,104767,104767,52,17,21,19488,19451,19451,37,2,8.47,19488,19451,19451,37,2,8.47,1197964,1197964,1197964,0,9,14,1197964,1197964,1197964,0,9,14,"The number of requests is generally high as we do not differentiate between California residents and residents of other states or countries when respecting and responding to privacy requests, and as such can only provide the total number of requests we receive which include residents of other states and countries.  Furthermore, as Foursquare is a data broker and a location intelligence provider, we do not differentiate between individuals' opting out of the sale and share of their personal information, and limiting the use of their sensitive personal information.  We stop processing and any onward transfers based on either election.",
"Samba TV, Inc.",,https://www.samba.tv/,privacy@samba.tv,,"118 King St.
Suite 100",San Francisco,CA,94107,USA,N/A,No,No,No,https://www.samba.tv/users/privacy-policy,No,,,,No,,,,No,,,,No,,,,No,,,,55,55,0,0,12,12,27,27,0,0,12,12,66,66,0,0,12,12,66,66,0,0,12,12,66,66,0,0,12,12,Samba TV treated all Opt-out requests also as requests to limit the processing of sensitive personal information.,
"Rooftop Digital, LLC",,https://www.rooftopdigital.com,privacyofficer@therooftop.io,,"30401 Agoura Road, Suite 100",Agoura Hills,CA,91301,USA,N/A,No,No,No,https://www.rooftopdigital.com/privacy-policy/,No,,,,No,,,,No,,,,No,,,,No,,,,11420,2887,0,8533,5,5,45,17,0,28,7,5,0,17,0,28,7,5,11452,2895,0,8551,5,5,29,25,0,4,5,5,Denied requests reason - data not found in our database.,
"TSG Holdco, Inc.",,https://www.finthrive.com,tsg@finthrive.com,855-828-3148,"7950 Legacy Drive
Suite 900",Plano,TX,75024,USA,N/A,No,No,No,https://www.finthrive.com/privacy-notice-for-california-residents,No,,,,Yes,"TSG Holdco, LLC collects addresses, phone and email information to notify patients of appointment reminders, as well as reach out for care coordination, prescription reminders and transportation for medical appointments.",Hospitals purchase contact information to support hospital operations (need to contact patients for follow up or payment).,Sales of contact information are approximately 6% of FinThrive sales.,No,,,,Yes,"As a business associate to covered entities we receive PHI in order to perform services, but our use of PHI is limited by the Master Services Agreement and Business Associate Agreement. Data broker only sells data that is de-identified in accordance with HIPAA.","As a business associate to covered entities we receive PHI in order to perform services, but our use of PHI is limited by the Master Services Agreement and Business Associate Agreement. Data broker only sells data that is de-identified in accordance with HIPAA.",Data regulated by CMIA is less than 1% of total FinThrive sales.,Yes,"As a business associate to covered entities we receive PHI in order to perform services, but our use of PHI is limited by the Master Services Agreement and Business Associate Agreement. Data broker only sells data that is de-identified in accordance with HIPAA.","TSG Holdco, LLC resells data that is regulated by HIPAA. Data broker only sells data that is de-identified in accordance with HIPAA.          ",Sales of data regulated by HIPAA are approximately 5% of FinThrive sales.,63,63,0,0,9,8.9,10,10,0,0,4,4.8,4,4,0,0,4,4.8,65,65,0,0,5,6.3,0,0,0,0,0,0,Jen DeYoung,
Date Detective Inc,,https://www.date-detective.app,privacy@date-detective.app,,8 The Green #7381,Dover,DE,19901,USA,N/A,No,No,No,https://www.date-detective.app/agreements/privacy-policy,No,,,,No,,,,No,,,,No,,,,No,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Our service was not available in 2023, which is why everything is a 0 value.","We collect information about users city and state, because our app offers localized content (ex: see content from users in your city). We do not collect precise data about their exact location. Users are required to give permission before we collect their city and state data.

Side note, the link in the form to review the guidelines is broken and gives a 404 error when clicking on it https://cppa.ca.gov/regulations/pdf/cppa_act.pdf "
"Forager.ai, LLC",,https://www.forager.ai,legal@forager.ai,,"4001 N. Ocean Blvd., Suite 402",Gulf Stream,FL,33483,USA,N/A,No,No,No,https://www.forager.ai/privacy-policy,No,,,,No,,,,No,,,,No,,,,No,,,,12,12,12,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12,0,16,16,12,12,12,0,16,16,,
"Share Local Media, Inc",,https://www.sharelocalmedia.com,legal@sharelocalmedia.com,,44 Wall Street,New York,NY,10005,USA,N/A,No,No,No,https://www.sharelocalmedia.com/privacy-policy,No,,,,No,,,,No,,,,No,,,,No,,,,528,528,528,0,1,1,10,10,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,"For Q 37: We have included what personal information was sold and to whom in our Privacy Notice (Section 12, subheaders, “Disclosure of Personal Information” and “Sales of Personal Information and Sharing for Targeted Advertising”).  For Q 43: Our cookie management tool was not configured to count and record the number of such requests, but this has since been rectified.  For Q44: Our cookie management tool was not configured to count and record the number of such requests, but we complied with all such requests to opt out of the sale or sharing of personal information in whole. For knowledge requests: We do not maintain separate records for these knowledge requests. As a result, we are unable to provide specific figures. Our current tracking only includes a general category of knowledge requests.",
PublicNSA LLC,BIGDBM,https://www.bigdbm.com/,privacy@bigdbm.com,336-558-7717,"9499 Collins Ave, Unit 509",Surfside,FL,33154,USA,NA,No,No,No,https://bigdbm.com/privacy-policy/,No,,,,No,,,,No,,,,No,,,,No,,,,28774,28771,0,0,3,3,3215,3213,0,2,3,3,7671,7671,0,0,3,3,62188,62188,62177,11,3,3,6233,6233,0,0,3,3,"If we receive a request, we always do it in whoe and not part.",
Semasio GmbH,,https://www.semasio.com,privacy@semasio.com,,Mönkedamm 11,Hamburg,NA,20457,Germany,"Mönkedamm 11, 20457 Hamburg, Germany",No,No,No,https://www.semasio.com/legal/semasio-privacy-policy,No,,,,No,,,,No,,,,No,,,,No,,,,1129,1129,0,0,1,1,22,22,0,0,1,1,22,22,0,0,1,1,1129,1129,0,0,1,1,0,0,0,0,0,0,"Data subjects requests are managed through a self-service method and are immediately processed.
Semasio does not process any sensitive personal information, thus there where no requests regarding such category.",
StackAdapt Inc.,,https://www.stackadapt.com,Legal@stackadapt.com,,N/A,N/A,N/A,N/A,Canada,"200 Bay Street - South Tower, Unit # 2103, PO Box #94 Toronto, Ontario M5J 2J1",No,Yes,No,https://www.stackadapt.com/legal-document-centre/platform-and-services-privacy-policy,No,,,,No,,,,No,,,,No,,,,No,,,,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,52468,52466,0,2,1,1,0,0,0,0,0,0,,
Roq.ad Inc.,,https://www.roq.ad/,carsten@roq.ad,,"2600 El Camino Real, Suite 400",Palo Alto,CA,94306,USA,N/A,No,No,No,https://www.roq.ad/privacy-policy-roqad/,No,,,,No,,,,No,,,,No,,,,No,,,,16,16,0,0,1,5,9,9,0,0,4,5,0,0,0,0,0,0,25,25,0,0,7,7,0,0,0,0,0,0,,
"Digital Safety Products, LLC.","Spyfly, Public Record Reports",https://www.spyfly.com,privacyinfo@spyfly.com,,"1804 Garnet Ave, Suite 409",San Diego,CA,92109,USA,N/A,No,No,No,https://www.spyfly.com/help-center/privacy,No,,,,No,,,,No,,,,No,,,,No,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Consumers may initiate privacy requests by clicking ""Do Not Sell My Personal Information"" on the bottom of the homepage to access the form located at https://www.spyfly.com/help-center/privacy-requests or by calling 800-831-9235.","Consumers may initiate privacy requests by clicking ""Do Not Sell My Personal Information"" on the bottom of the homepage to access the form located at https://www.spyfly.com/help-center/privacy-requests or by calling 800-831-9235."
Telesign Corporation,,https://www.telesign.com/,california-opt-out@telesign.com,,"13274 Fiji Way, Suite 600",Marina del Rey,CA,90292,USA,N/A,No,No,No,https://www.telesign.com/privacy-requests,No,,,,No,,,,No,,,,No,,,,No,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Carry Technologies Inc.,Hightouch,https://www.hightouch.com,legal@hightouch.com,,2261 Market Street #5225,San Francisco,CA,94114,USA,N/A,No,No,No,https://www.hightouch.com/privacy-choices,No,,,,No,,,,No,,,,No,,,,No,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hightouch only registered as a data broker starting in 2024. ,"We provide additional details regarding our privacy and data collection practices publicly on our website at hightouch.com/privacy-policy, hightouch.com/cookie-policy, and hightouch.com/platform-privacy"
VentiveIQ LLC,,https://www.ventiveiq.com,privacy@ventiveiq.com,,"103 Carnegie Center, Suite 300",Princeton,NJ,08540,USA,N/A,No,No,No,https://www.ventiveiq.com/privacy-policy/,No,,,,No,,,,No,,,,No,,,,No,,,,5,3,3,0,22,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Many request Received on our webform were spam.,
"HealthLink Dimensions, LLC",,https://www.healthlinkdimensions.com,privacy@healthlinkdimensions.com,404-250-3900,"1001 Summit Blvd. NE, Suite 1125",Atlanta,GA,30319,USA,N/A,No,No,No,https://www.healthlinkdimensions.com/consumerprivacyrights,No,,,,No,,,,No,,,,No,,,,No,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
01Advertising Inc.,,https://www.01advertising.com,privacy@01advertising.com,,"3857 Birch St., PMB 5032",Newport Beach,CA,92660,USA,N/A,No,Yes,No,https://www.01advertising.com/legal/,No,,,,No,,,,No,,,,No,,,,No,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,We started company in mid-2024 and did not had any request of any type submitted yet.,We exclusively license data from reputable sources that fully comply with the CCPA and other privacy laws. We implement the most advanced security measures and access management protocols around our infrastructure and data to ensure the protection of all data at all times.
Resonate,,https://www.resonate.com,privacy@resonate.com,,"11700 Plaza America Drive, Suite #1000",Reston,VA,20190,USA,N/A,No,No,No,https://www.resonate.com/privacy-policy/,No,,,,No,,,,No,,,,No,,,,No,,,,43,43,43,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,43,43,43,0,1,1,43,43,43,0,1,1,"For simplicity in our implementation, any request for opt out of sale, limit of use of sensitive data, deletion, etc are treated the same. While the numbers above reflect the california specific request, this is how we treat all request regardless of state.",
The Nielsen Company,Nielsen Marketing Cloud,https://www.nielsen.com/,privacy.department@nielsen.com,410-717-7134,675 Avenue of the Americas,New York,NY,10010,USA,N/A,No,No,No,https://www.nielsen.com/legal/privacy-principles/nielsen-marketing-cloud-services-privacy-statement/,No,,,,No,,,,No,,,,No,,,,No,,,,28,22,0,6,20.4,17.9,18,18,0,0,21.3,21.8,0,0,0,0,0,0,42192,42192,0,0,1,1,1,1,0,0,14.9,14.9,,
"Complete Medical Lists, Inc.",,https://www.completemedicallists.com/,tburnell@completemedicallists.com,603-823-8042,758 Main St.,Franconia,NH,03580,USA,n/a,No,No,No,https://www.completemedicallists.com/privacy.php,No,,,,No,,,,No,,,,No,,,,No,,,,76,76,0,0,24,26,2,2,0,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,There was no middle ground for us.  If people contacted us it was to flat-out have their name removed.  We complied with all requests submitted to us through the methods outlined in our privacy policy.,
